0,0,0,0,86.02,86.02,86.02,86.02,86.02,0,61.13,61.13,76.5,76.5,76.5,986.5,1333,476.4,476.4,677,232.1,232.1,507,251.5,251.5,251.5,0,391.5,391.5,255.7,255.7,255.7,206.6,206.6,920.7,287.8,287.8,597,663.5,35.93,35.93,35.93,53.76,24.9,53.76,11.44,661.5,661.5,543,184.4,0,479.5,86.02,86.02,-4.189,125.8,485.3,-2.859,-2.859,-2.859,387.1,-5.869,-5.869,-5.869,0,390.9,390.9,390.9,390.9,390.9,390.9,553.3,553.3,187,187,187,92.99,92.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,86.02,86.02,86.02,86.02,86.02,0,61.13,61.13,76.5,76.5,76.5,986.5,1333,476.4,476.4,677,232.1,232.1,507,251.5,251.5,251.5,0,391.5,391.5,255.7,255.7,255.7,206.6,206.6,920.7,287.8,287.8,597,663.5,35.93,35.93,35.93,53.76,24.9,53.76,11.44,661.5,661.5,543,184.4,0,479.5,86.02,86.02,-4.189,125.8,485.3,-2.859,-2.859,-2.859,387.1,-5.869,-5.869,-5.869,0,390.9,390.9,390.9,390.9,390.9,390.9,553.3,553.3,187,187,187,92.99,92.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,86.02,86.02,86.02,86.02,86.02,0,61.13,61.13,76.5,76.5,76.5,986.5,1333,476.4,476.4,677,232.1,232.1,507,251.5,251.5,251.5,0,391.5,391.5,255.7,255.7,255.7,206.6,206.6,920.7,287.8,287.8,597,663.5,35.93,35.93,35.93,53.76,24.9,53.76,11.44,661.5,661.5,543,184.4,0,479.5,86.02,86.02,-4.189,125.8,485.3,-2.859,-2.859,-2.859,387.1,-5.869,-5.869,-5.869,0,390.9,390.9,390.9,390.9,390.9,390.9,553.3,553.3,187,187,187,92.99,92.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,86.02,86.02,86.02,86.02,86.02,0,61.13,61.13,76.5,76.5,76.5,986.5,1333,476.4,476.4,677,232.1,232.1,507,251.5,251.5,251.5,0,391.5,391.5,255.7,255.7,255.7,206.6,206.6,920.7,287.8,287.8,597,663.5,35.93,35.93,35.93,53.76,24.9,53.76,11.44,661.5,661.5,543,184.4,0,479.5,86.02,86.02,-4.189,125.8,485.3,-2.859,-2.859,-2.859,387.1,-5.869,-5.869,-5.869,0,390.9,390.9,390.9,390.9,390.9,390.9,553.3,553.3,187,187,187,92.99,92.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-35.36,-35.36,-35.36,-35.36,0,0,0,0,0,0,38.81,38.81,74.15,74.15,74.15,524.1,526.1,182.6,182.6,448.8,37.85,37.85,333.5,214.5,214.5,214.5,0,240.9,240.9,163.9,163.9,163.9,61.11,61.11,749.3,280.5,280.5,336.9,318.9,-36.87,-36.87,-36.87,58.55,-13.99,58.55,100.1,357.5,357.5,0,0,0,183.8,0,0,-66.46,359.3,-70.45,449.4,449.4,449.4,48.33,0,0,0,0,200.2,200.2,200.2,200.2,200.2,200.2,268.1,268.1,-617,-617,-617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-35.36,-35.36,-35.36,-35.36,0,0,0,0,0,0,38.81,38.81,74.15,74.15,74.15,524.1,526.1,182.6,182.6,448.8,37.85,37.85,333.5,214.5,214.5,214.5,0,240.9,240.9,163.9,163.9,163.9,61.11,61.11,749.3,280.5,280.5,336.9,318.9,-36.87,-36.87,-36.87,58.55,-13.99,58.55,100.1,357.5,357.5,0,0,0,183.8,0,0,-66.46,359.3,-70.45,449.4,449.4,449.4,48.33,0,0,0,0,200.2,200.2,200.2,200.2,200.2,200.2,268.1,268.1,-617,-617,-617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-35.36,-35.36,-35.36,-35.36,0,0,0,0,0,0,38.81,38.81,74.15,74.15,74.15,524.1,526.1,182.6,182.6,448.8,37.85,37.85,333.5,214.5,214.5,214.5,0,240.9,240.9,163.9,163.9,163.9,61.11,61.11,749.3,280.5,280.5,336.9,318.9,-36.87,-36.87,-36.87,58.55,-13.99,58.55,100.1,357.5,357.5,0,0,0,183.8,0,0,-66.46,359.3,-70.45,449.4,449.4,449.4,48.33,0,0,0,0,200.2,200.2,200.2,200.2,200.2,200.2,268.1,268.1,-617,-617,-617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-35.36,-35.36,-35.36,-35.36,0,0,0,0,0,0,38.81,38.81,74.15,74.15,74.15,524.1,526.1,182.6,182.6,448.8,37.85,37.85,333.5,214.5,214.5,214.5,0,240.9,240.9,163.9,163.9,163.9,61.11,61.11,749.3,280.5,280.5,336.9,318.9,-36.87,-36.87,-36.87,58.55,-13.99,58.55,100.1,357.5,357.5,0,0,0,183.8,0,0,-66.46,359.3,-70.45,449.4,449.4,449.4,48.33,0,0,0,0,200.2,200.2,200.2,200.2,200.2,200.2,268.1,268.1,-617,-617,-617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-35.36,-35.36,-35.36,-35.36,0,0,0,0,0,0,38.81,38.81,74.15,74.15,74.15,524.1,526.1,182.6,182.6,448.8,37.85,37.85,333.5,214.5,214.5,214.5,0,240.9,240.9,163.9,163.9,163.9,61.11,61.11,749.3,280.5,280.5,336.9,318.9,-36.87,-36.87,-36.87,58.55,-13.99,58.55,100.1,357.5,357.5,0,0,0,183.8,0,0,-66.46,359.3,-70.45,449.4,449.4,449.4,48.33,0,0,0,0,200.2,200.2,200.2,200.2,200.2,200.2,268.1,268.1,-617,-617,-617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
